ID,Year,MemberState,MfrGroup,MfrHarmonised,ApprovalNo,Make,CommercialName,Registrations,CO2,Mass,Wheelbase,SteeringAxle,OtherAxle,FuelType,FuelMode,EngineSize,Power,TechnolType,ITReduction
10106,3,GR,BMW GROUP,BMW AG,E1*2007/46*0421*15,BMW,X5 XDRIVE25D,2,159,2207,3181,1500,1696,DIESEL,M,1805,170, ,-1
10107,3,GR,BMW GROUP,BMW AG,E1*2007/46*0563*06,MINI,COOPER D,2,115,1445,2815,1404,1609,DIESEL,M,1446,87, ,-1
10108,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*24,MINI,COOPER SD,1,117,1440,2706,1355,1526,DIESEL,M,1805,133, ,-1
10109,3,GR,BMW GROUP,BMW AG,E1*2007/46*0512*17,BMW,X4 XDRIVE35D,1,162,2024,3047,1455,1655,DIESEL,M,2709,244, ,-1
10110,3,GR,BMW GROUP,BMW AG,E1*2007/46*0512*18,BMW,X4 M40I,1,206,2003,3047,1469,1644,PETROL,M,2696,281, ,-1
10111,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*24,MINI,COOPER S,1,130,1304,2706,1355,1526,PETROL,M,1808,150, ,-1
10112,3,GR,BMW GROUP,BMW AG,E1*2007/46*0363*14,BMW,525D,2,132,1805,3219,1460,1672,DIESEL,M,1805,170, ,-1
10113,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*21,MINI,CLUBMAN COOPER SD,1,118,1544,2895,1424,1604,DIESEL,M,1805,149, ,-1
10114,3,GR,BMW GROUP,BMW AG,E1*2007/46*0276*11,BMW,730D XDRIVE,1,142,1983,3329,1476,1662,DIESEL,M,2709,207,E24 3; E24 9,3
10115,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*21,BMW,220I GRAN TOURER,2,150,1649,3015,1421,1601,PETROL,M,1808,150, ,-1
10116,3,GR,BMW GROUP,BMW AG,E1*2007/46*0277*14,BMW,220D,1,117,1550,2917,1388,1563,DIESEL,M,1805,149, ,-1
10117,3,GR,BMW GROUP,BMW AG,E1*2007/46*0421*16,BMW,X5 XDRIVE25D,23,151,2207,3181,1500,1696,DIESEL,M,1805,181, ,-1
10118,3,GR,BMW GROUP,BMW AG,E1*2007/46*0273*13,BMW,116D EFFICIENT DYNAMICS,2,92,1456,2917,1388,1563,DIESEL,M,1354,90, ,-1
10119,3,GR,BMW GROUP,BMW AG,E1*2007/46*0283*14,BMW,120D,1,113,1529,2917,1388,1599,DIESEL,M,1805,149, ,-1
10120,3,GR,BMW GROUP,BMW AG,E1*2007/46*0314*19,BMW,330I,1,141,1638,3047,1397,1574,PETROL,M,1808,196, ,-1
10121,3,GR,BMW GROUP,BMW AG,E1*2007/46*0277*14,BMW,220I,1,137,1539,2917,1388,1599,PETROL,M,1808,143, ,-1
10122,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*18,BMW,216D ACTIVE TOURER,5,106,1534,2895,1425,1605,DIESEL,M,1354,90, ,-1
10123,3,GR,BMW GROUP,BMW AG,E1*2007/46*0276*13,BMW,750D XDRIVE,1,159,2103,3329,1470,1686,DIESEL,M,2709,312,E24 10; E24 9,3
10124,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*19,MINI,JOHN COOPER WORKS,2,160,1336,2706,1355,1526,PETROL,M,1808,181, ,-1
10125,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*16,MINI,COOPER S,1,132,1372,2784,1355,1526,PETROL,M,1808,150, ,-1
10126,3,GR,BMW GROUP,BMW AG,E1*2007/46*0316*16,BMW,420D XDRIVE,1,129,1706,3047,1409,1587,DIESEL,M,1805,149, ,-1
10127,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*23,MINI,JOHN COOPER WORKS,6,143,1456,2706,1355,1526,PETROL,M,1808,181, ,-1
10128,3,GR,BMW GROUP,BMW AG,E1*2007/46*0563*06,MINI,COOPER D ALL4,1,127,1518,2815,1404,1581,DIESEL,M,1446,87, ,-1
10129,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*21,BMW,X1 SDRIVE18I,100,128,1570,2895,1425,1605,PETROL,M,1357,106, ,-1
10130,3,GR,BMW GROUP,BMW AG,E1*2007/46*0412*11,BMW,X6 X DRIVE 30D,1,164,2233,3181,1497,1686,DIESEL,M,2709,202, ,-1
10131,3,GR,BMW GROUP,BMW AG,E1*2007/46*0363*14,BMW,528I XDRIVE,1,154,1863,3219,1460,1644,PETROL,M,1807,191, ,-1
10132,3,GR,BMW GROUP,BMW AG,E1*2007/46*0377*09,BMW,M3,1,200,1706,3049,1441,1648,PETROL,M,2696,337, ,-1
10133,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*24,BMW,225XE IPERFORMANCE,1,48,1810,2895,1421,1601,PETROL-ELECTRIC,M,1357,106, ,-1
10134,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*21,MINI,COOPER S,5,138,1430,2706,1355,1526,PETROL,M,1808,150, ,-1
10135,3,GR,BMW GROUP,BMW AG,E1*2007/46*0316*14,BMW,420I,1,147,1649,3047,1410,1588,PETROL,M,1807,143, ,-1
10136,3,GR,BMW GROUP,BMW AG,E1*2007/46*0363*15,BMW,530D XDRIVE,1,152,1967,3219,1460,1644,DIESEL,M,2709,202, ,-1
10137,3,GR,BMW GROUP,BMW AG,E1*2007/46*0377*10,BMW,M2,1,191,1664,2920,1433,1645,PETROL,M,2696,289, ,-1
10138,3,GR,BMW GROUP,BMW GMBH,E1*2007/46*0172*07,BMW,X6 M,1,267,2442,3181,1521,1712,PETROL,M,3977,449, ,-1
10139,3,GR,BMW GROUP,BMW AG,E1*2007/46*0512*19,BMW,X3 XDRIVE30D,1,161,1988,3047,1475,1677,DIESEL,M,2709,202, ,-1
10140,3,GR,BMW GROUP,BMW AG,E1*2007/46*0512*18,BMW,X3 XDRIVE35D,1,162,2030,3047,1455,1638,DIESEL,M,2709,244, ,-1
10141,3,GR,BMW GROUP,BMW AG,E1*2007/46*0283*13,BMW,118I,1,129,1435,2917,1388,1563,PETROL,M,1446,106, ,-1
10142,3,GR,BMW GROUP,BMW AG,E1*2007/46*0283*13,BMW,116D EFFICIENT DYNAMICS,5,92,1456,2917,1388,1599,DIESEL,M,1354,90, ,-1
10143,3,GR,BMW GROUP,BMW AG,E1*2007/46*0283*15,BMW,116D EFFICIENT DYNAMICS,93,92,1456,2917,1390,1601,DIESEL,M,1354,90, ,-1
10144,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*21,MINI,COOPER D,8,107,1398,2706,1370,1543,DIESEL,M,1354,90, ,-1
10145,3,GR,BMW GROUP,BMW AG,E1*2007/46*0316*14,BMW,428I,1,152,1612,3047,1410,1607,PETROL,M,1807,191, ,-1
10146,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*24,BMW,218I ACTIVE TOURER,1,123,1508,2895,1425,1605,PETROL,M,1357,106, ,-1
10147,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*21,MINI,CLUBMAN ONE,1,123,1456,2895,1427,1608,PETROL,M,1357,80, ,-1
10148,3,GR,BMW GROUP,BMW AG,E1*2007/46*0276*13,BMW,750LD XDRIVE,1,159,2144,3481,1470,1686,DIESEL,M,2709,312,E24 9,2
10149,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*15,MINI,COOPER,1,115,1304,2784,1370,1543,PETROL,M,1357,106, ,-1
10150,3,GR,BMW GROUP,BMW AG,E1*2007/46*0315*17,BMW,316D,1,113,1638,3047,1408,1627,DIESEL,M,1805,90, ,-1
10151,3,GR,BMW GROUP,BMW AG,E1*2007/46*0371*18,BMW,218I ACTIVE TOURER,9,123,1497,2895,1425,1605,PETROL,M,1357,106, ,-1
10152,3,GR,BMW GROUP,BMW AG,E1*2007/46*0314*17,BMW,318I,5,120,1565,3047,1408,1627,PETROL,M,1357,106, ,-1
10153,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*39,MERCEDES-BENZ,204,1,155,1737,3080,1424,1547,Petrol,M,1802,143, ,-1
10154,3,GR,DAIMLER AG,DAIMLER AG,e1*2007/46*0598*19,MERCEDES-BENZ,GLE 250 D 4MATIC,1,160,2264,3161,1518,1708,Diesel,M,1939,159, ,-1
10155,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*39,MERCEDES-BENZ,C 300 H,1,103,1790,3080,1437,1577,Diesel,M,1939,159, ,-1
10156,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*32,MERCEDES-BENZ,C 200 BLUETEC,1,106,1550,3080,1449,1577,Diesel,M,1446,106, ,-1
10157,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,MERCEDES-BENZ,CLA 220 D,2,115,1591,2927,1415,1588,Diesel,M,1939,138, ,-1
10158,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*39,MERCEDES-BENZ,C 180 D,1,115,1570,3080,1453,1588,Diesel,M,1446,90, ,-1
10159,3,GR,DAIMLER AG,DAIMLER AG,e1*2007/46*0548*10,MERCEDES-BENZ,SLC 180,1,137,1523,2635,1423,1591,Petrol,M,1443,122, ,-1
10160,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*13,MERCEDES-BENZ,A 180 CDI,1,104,1487,2927,1423,1595,Diesel,M,1322,85, ,-1
10161,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*14,MERCEDES-BENZ,A 160,3,123,1456,2927,1423,1595,Petrol,M,1443,80,e1 8,1
10162,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*14,MERCEDES-BENZ,GLA 220 D 4MATIC,6,131,1664,2927,1432,1607,Diesel,M,1939,138,e1 8,1
10163,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*14,MERCEDES-BENZ,B 200 D,1,110,1570,2927,1419,1588,Diesel,M,1939,106,e1 8,1
10164,3,GR,DAIMLER AG,DAIMLER AG,e1*2007/46*0548*10,MERCEDES-BENZ,SLC 200,1,142,1544,2635,1419,1593,Petrol,M,1802,143, ,-1
10165,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*35,MERCEDES-BENZ,C 200,1,135,1529,3080,1438,1577,Petrol,M,1802,143, ,-1
10166,3,GR,DAIMLER AG,DAIMLER AG,e1*2007/46*0598*17,MERCEDES-BENZ,GLE 250 D 4MATIC,4,154,2243,3161,1518,1708,Diesel,M,1939,159, ,-1
10167,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,MERCEDES-BENZ,AMG CLA 45,4,167,1654,2927,1415,1599,Petrol,M,1802,297, ,-1
10168,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0335*31,MERCEDES-BENZ,S 350 D,1,146,2061,3432,1491,1677,Diesel,M,2703,202, ,-1
10169,3,GR,DAIMLER AG,DAIMLER AG,e1*2007/46*0548*11,MERCEDES-BENZ,SLC 200,1,137,1544,2635,1423,1602,Petrol,M,1802,143, ,-1
10170,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*12,MERCEDES-BENZ,CLA 200,3,138,1492,2927,1415,1588,Petrol,M,1443,122, ,-1
10171,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*14,MERCEDES-BENZ,B 200,2,136,1456,2927,1419,1588,Petrol,M,1443,122,e1 8,1
10172,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,MERCEDES-BENZ,GLA 220 D 4MATIC,4,131,1664,2927,1432,1607,Diesel,M,1939,138, ,-1
10173,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*35,MERCEDES-BENZ,C 180 BLUETEC,1,115,1570,3080,1449,1577,Diesel,M,1446,90, ,-1
10174,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*27,MERCEDES-BENZ,E 350 D,1,137,1878,3187,1465,1628,Diesel,M,2703,202, ,-1
10175,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*37,MERCEDES-BENZ,C 350 E,1,54,1857,3080,1453,1588,Petrol-electric,M,1802,165, ,-1
10176,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,MERCEDES-BENZ,B 180 D,2,107,1482,2927,1419,1588,Diesel,M,1322,85, ,-1
10177,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0431*34,MERCEDES-BENZ,C 200 BLUETEC,1,116,1570,3080,1453,1588,Diesel,M,1446,106, ,-1
10178,3,GR,DAIMLER AG,DAIMLER AG,e2*2007/46*0129*13,MERCEDES-BENZ,CITAN,1,123,1570,3341,1388,1576,Diesel,M,1322,86, ,-1
10179,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0457*31,MERCEDES-BENZ,C 200 D,2,125,1649,3080,1449,1579,Diesel,M,1446,106, ,-1
10180,3,GR,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*14,MERCEDES-BENZ,VITO TOURER,1,169,1967,3470,1520,1692,Diesel,M,1446,89, ,-1
10181,3,GR,DAIMLER AG,DAIMLER AG,e1*2007/46*0751*02,MERCEDES-BENZ,B 200 CDI,1,121,1570,2927,1419,1588,Diesel,M,1625,106, ,-1
10182,3,GR,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*17,MERCEDES-BENZ,MARCO POLO; V-KLASSE; VITO; VI,2,169,1941,3470,1520,1692,Diesel,M,1446,89, ,-1
10183,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0413*27,SMART,FORFOUR,2,112,1012,2705,1341,1470,Petrol,M,904,48, ,-1
10184,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,MERCEDES-BENZ,GLA 250 4MATIC,1,160,1570,2927,1432,1607,Petrol,M,1802,165, ,-1
10185,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0413*32,SMART,FORTWO COUPE,2,96,929,2031,1342,1469,Petrol,M,904,55, ,-1
10186,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*14,MERCEDES-BENZ,A 180 D,19,101,1487,2927,1423,1595,Diesel,M,1322,85,e1 8,1
10187,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*24,MERCEDES-BENZ,E 220 D,2,116,1774,3187,1465,1628,Diesel,M,1765,152, ,-1
10188,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*26,MERCEDES-BENZ,E 200,1,136,1675,3187,1465,1628,Petrol,M,1802,143, ,-1
10189,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0501*23,MERCEDES-BENZ,E 180,2,152,1717,3117,1460,1637,Petrol,M,1443,122, ,-1
10190,3,GR,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,MERCEDES-BENZ,GLA 250,1,150,1497,2927,1432,1607,Petrol,M,1802,165, ,-1
10191,3,GR,FCA ITALY SPA,ALFA ROMEO,e3*2007/46*0382*06,ALFA ROMEO,GIULIA,1,113,1586,3058,1483,1600,Diesel,M,1939,140, ,-1
10192,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0064*33,FIAT,FIAT 500 ?ƒ‘«ˇ?ƒ‘«÷?ƒ‘«ˇRTH,1,144,1158,2494,1291,1447,Petrol,M,1238,114, ,-1
10193,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0064*20,FIAT,FIAT 500,2,117,1059,2494,1289,1446,Petrol,M,1124,54, ,-1
10194,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0007*19,FIAT,FIAT DOBLO 263,1,145,1643,2988,1396,1552,Diesel,M,1446,93, ,-1
10195,3,GR,FCA ITALY SPA,CHRYSLER,e3*2007/46*0300*04,JEEP,RENEGADE,23,145,1456,2787,1415,1596,Petrol,M,1238,109, ,-1
10196,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0064*20,FIAT,PANDA,2,88,1205,2494,1290,1447,NG-biomethane,B,792,63, ,-1
10197,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0064*26,FIAT,FIAT 500 ?ƒ‘«ˆ 500 ABARTH,5,144,1158,2494,1286,1441,Petrol,M,1238,109, ,-1
10198,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2001/116*0278*09,?ƒ‘«ˇLFA ROMEO,ALFA MITO,1,93,1278,2723,1570,1768,Diesel,M,1129,66, ,-1
10199,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0007*20,FIAT,FIAT DOBLO,2,170,1508,2988,1378,1572,Petrol,M,1238,74, ,-1
10200,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0373*00,FIAT,FIAT TIPO,1,137,1278,2859,1407,1586,Petrol,M,1238,74, ,-1
10201,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2001/116*0271*20,FIAT,FIAT FIORINO ?ƒ‘«ˆ FIAT QUBO,33,122,1330,2725,1334,1505,Diesel,M,1129,63, ,-1
10202,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0007*19,FIAT,FIAT DOBLO,1,145,1643,2988,1396,1552,Diesel,M,1446,93, ,-1
10203,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0064*25,FIAT,FIAT PANDA,38,97,1169,2494,1286,1446,Diesel,M,1129,74, ,-1
10204,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0064*33,FIAT,FIAT 500 ?ƒ‘«ˆ 500 ABARTH,1,119,981,2494,1289,1446,Petrol,M,1124,54, ,-1
10205,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0373*00,FIAT,TIPO,3,114,1403,2859,1407,1586,Diesel,M,1446,93, ,-1
10206,3,GR,FCA ITALY SPA,ALFA ROMEO,e3*2007/46*0027*20,ALFA ROMEO,ALFA GIULIETTA,1,117,1471,2856,1418,1597,Diesel,M,1770,137, ,-1
10207,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0064*25,LANCIA,LANCIA YPSILON,4,122,1085,2592,1290,1447,Petrol,M,1124,54, ,-1
10208,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2001/116*0217*44,FIAT,FIAT 500L,6,116,1518,2833,1389,1561,Diesel,M,1446,93, ,-1
10209,3,GR,FCA ITALY SPA,ALFA ROMEO,e3*2007/46*0382*01,ALFA ROMEO,GIULIA,2,113,1512,3058,1421,1670,Diesel,M,1939,140, ,-1
10210,3,GR,FCA ITALY SPA,FIAT GROUP,e3*2007/46*0373*00,FIAT,-,1,114,1403,2859,1408,1585,Diesel,M,1446,93, ,-1
10211,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2007/46*1138*13,FORD,FOCUS,1,101,1401,2872,1418,1587,Diesel,M,1357,93, ,-1
10212,3,GR,FORD-WERKE GMBH,FORD MOTOR COMPANY,e13*2007/46*1551*02,FORD,MUSTANG,1,309,1801,2950,1497,1626,Petrol,M,4480,329, ,-1
10213,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2007/46*1103*17,FORD,GRAND C-MAX,1,123,1558,3023,1418,1607,Petrol,M,904,98, ,-1
10214,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0109*40,FORD,KUGA,1,126,1684,2917,1432,1614,Diesel,M,1807,117, ,-1
10215,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e9*2007/46*0092*15,FORD,ECOSPORT,1,129,1395,2732,1396,1564,Petrol,M,903,109, ,-1
10216,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0185*27,FORD,S-MAX,1,133,1808,3091,1466,1651,Diesel,M,1807,117, ,-1
10217,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e9*2007/46*0092*10,FORD,B-MAX,17,118,1335,2699,1362,1523,Petrol,M,903,98, ,-1
10218,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e9*2001/116*0069*20,FORD,FIESTA,29,97,1172,2699,1343,1502,Diesel,M,1357,58, ,-1
10219,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e13*2001/116*0109*41,FORD,KUGA,14,138,1791,2917,1432,1614,Diesel,M,1807,140, ,-1
10220,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e1*2001/116*0207*19,FORD,TOURNEO CONNECT,1,134,1610,2887,1446,1612,Diesel,M,1412,74, ,-1
10221,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e11*2007/46*0676*06,FORD,TRANSIT/TOURNEO CUSTOM,19,164,2276,3181,1584,1768,Diesel,M,1805,102, ,-1
10222,3,GR,FORD-WERKE GMBH,FORD MOTOR COMPANY,e13*2007/46*1551*03,FORD,MUSTANG,3,185,1769,2950,1444,1701,Petrol,M,2046,247, ,-1
10223,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e1*98/14*0194*26,FORD,TOURNEO COURRIER,1,108,1336,2699,1361,1520,Diesel,M,1412,74, ,-1
10224,3,GR,FORD-WERKE GMBH,FORD WERKE GMBH,e9*2007/46*0092*12,FORD,ECOSPORT JK8,1,119,1432,2732,1396,1564,Diesel,M,1357,74, ,-1
10225,3,GR,GENERAL MOTORS,OPEL,e1*2001/116*0379*35,OPEL; VAUXHALL,CORSA-E,1,90,1251,2722,1343,1505,Diesel,M,1129,74, ,-1
10226,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0165*15,OPEL; VAUXHALL,MERIVA,1,102,1639,2867,1358,1551,Diesel,M,1446,86, ,-1
10227,3,GR,GENERAL MOTORS,OPEL,e1*98/14*0170*31,OPEL; VAUXHALL,VIVARO-B,4,180,2105,3360,1474,1673,Diesel,M,1446,90, ,-1
10228,3,GR,GENERAL MOTORS,OPEL,e1*2007/46*0374*18,OPEL; VAUXHALL,INSIGNIA LIMOUSINE HB,2,128,1639,2968,1448,1634,Petrol,M,1234,109, ,-1
10229,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0537*13,OPEL; VAUXHALL,MOKKA,1,144,1455,2771,1405,1583,Petrol,M,1234,109, ,-1
10230,3,GR,GENERAL MOTORS,OPEL,e1*2001/116*0379*37,OPEL; VAUXHALL,CORSA-E,1,121,1251,2722,1343,1505,Petrol,M,1265,70, ,-1
10231,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0204*19,OPEL; VAUXHALL,ASTRA SPORTS TOURER,1,113,1535,2912,1406,1594,Diesel,M,1129,74, ,-1
10232,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0996*05,OPEL; VAUXHALL,ASTRA+,21,102,1409,2887,1413,1608,Diesel,M,1446,106, ,-1
10233,3,GR,GENERAL MOTORS,GM KOREA,e4*2001/116*0140*20,CHEVROLET,CRUZE ? J300,2,149,1528,2912,1409,1601,Petrol,M,1233,109, ,-1
10234,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0996*04,OPEL; VAUXHALL,ASTRA+,1,123,1423,2887,1428,1591,Diesel,M,1446,106, ,-1
10235,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0996*03,OPEL; VAUXHALL,ASTRA+,1,93,1438,2887,1428,1591,Diesel,M,1446,86, ,-1
10236,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0996*00,OPEL; VAUXHALL,ASTRA+,21,106,1409,2887,1413,1608,Diesel,M,1446,106, ,-1
10237,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0996*03,OPEL; VAUXHALL,ASTRA SPORTS TOURER +,4,107,1454,2887,1413,1608,Diesel,M,1446,106, ,-1
10238,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0537*14,OPEL; VAUXHALL,MOKKA,8,133,1526,2771,1405,1583,Diesel,M,1446,106, ,-1
10239,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0204*21,OPEL; VAUXHALL,ASTRA GTC,1,119,1639,2923,1448,1631,Diesel,M,1446,106, ,-1
10240,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0996*06,OPEL; VAUXHALL,ASTRA,2,102,1318,2887,1413,1608,Petrol,M,904,82, ,-1
10241,3,GR,GENERAL MOTORS,OPEL,e1*2001/116*0379*37,OPEL; VAUXHALL,CORSA-E S-D,1,121,1291,2722,1343,1505,Petrol,M,1265,70, ,-1
10242,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0165*11,OPEL; VAUXHALL,MERIVA,1,120,1617,2867,1294,1479,Diesel,M,1446,106, ,-1
10243,3,GR,GENERAL MOTORS,OPEL,e1*2007/46*0374*18,OPEL; VAUXHALL,INSIGNIA SPORTS TOURER SW,1,135,1683,2968,1448,1634,Petrol,M,1234,109, ,-1
10244,3,GR,GENERAL MOTORS,OPEL,e4*2007/46*0204*20,OPEL; VAUXHALL,ZAFIRA TOURER,1,113,1808,2993,1405,1583,Diesel,M,1446,106, ,-1
10245,3,GR,GENERAL MOTORS,OPEL,e1*2001/116*0379*36,OPEL; VAUXHALL,CORSA-E S-D,1,88,1334,2722,1343,1505,Diesel,M,1129,74, ,-1
10246,3,GR,GENERAL MOTORS,OPEL,e1*2001/116*0379*03,OPEL; VAUXHALL,CORSA,1,128,1289,2723,913,1028,Diesel,M,1129,58, ,-1
10247,3,GR,GENERAL MOTORS,OPEL,e1*2001/116*0379*30,OPEL; VAUXHALL,CORSA; CORSA-E,2,118,1291,2722,1343,1505,Petrol,M,904,90, ,-1
10248,3,GR,GENERAL MOTORS,OPEL,e1*2001/116*0379*34,OPEL; VAUXHALL,CORSA-E,73,85,1278,2722,1343,1505,Diesel,M,1129,74, ,-1
10249,3,GR,VW GROUP PC,VOLKSWAGEN,e1*2001/116*0307*45,VOLKSWAGEN;VW,PASSAT,1,147,1570,3021,1440,1605,Petrol,M,1795,172, ,-1
10250,3,GR,VW GROUP PC,VOLKSWAGEN,e1*2001/116*0450*22,VOLKSWAGEN;VW,TIGUAN,18,134,1666,2825,1414,1594,Diesel,M,1781,117, ,-1
10251,3,GR,VW GROUP PC,SKODA,e11*2001/116*0291*47,SKODA,FABIA,6,96,1206,2662,1315,1475,Diesel,M,1287,70, ,-1
10252,3,GR,VW GROUP PC,VOLKSWAGEN,e1*2001/116*0220*35,VOLKSWAGEN;VW,KOMBI,1,199,2062,3687,1477,1663,Diesel,M,1781,80, ,-1
10253,3,GR,VW GROUP PC,VOLKSWAGEN,e1*2007/46*0627*14,VOLKSWAGEN;VW,GOLF SPORTSVAN,4,107,1498,2895,1399,1546,Diesel,M,1446,86, ,-1
10254,3,GR,VW GROUP PC,AUDI AG,e1*2007/46*0414*15,AUDI,A1,1,105,1304,2664,1329,1490,Petrol,M,904,74, ,-1
10255,3,GR,VW GROUP PC,AUDI AG,e1*2007/46*0607*21,AUDI,A3,1,112,1492,2804,1400,1546,Petrol,M,1262,117, ,-1
10256,3,GR,VW GROUP PC,SEAT,e9*2001/116*0067*36,SEAT,IBIZA ST,2,116,1216,2677,1322,1481,Petrol,M,1262,117, ,-1
10257,3,GR,VW GROUP PC,VOLKSWAGEN,e1*2007/46*0627*12,VOLKSWAGEN;VW,GOLF SPORTSVAN,1,104,1482,2895,1399,1546,Diesel,M,1446,86, ,-1
10258,3,GR,VW GROUP PC,SEAT,e9*2001/116*0067*32,SEAT,IBIZA,34,96,1205,2677,1322,1481,Diesel,M,1287,70, ,-1
10259,3,GR,VW GROUP PC,SKODA,e11*2007/46*0250*14,SKODA,RAPID,72,102,1336,2808,1315,1519,Diesel,M,1446,90, ,-1
10260,3,GR,VW GROUP PC,VOLKSWAGEN,e1*2001/116*0220*41,VOLKSWAGEN;VW,KOMBI,42,160,1940,3687,1480,1673,Diesel,M,1781,80, ,-1
10261,3,GR,VW GROUP PC,SKODA,e11*2001/116*0291*46,SKODA,5J FABIA,1,114,1178,2662,1315,1475,Petrol,M,1083,86, ,-1
